order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price_x,discount_pct,total_amount,first_name,last_name,gender,age,signup_date,region_x,tenure_days,product_name,category,brand,cost_price,unit_price_y,margin_pct,store_name,store_type,region_y,city,operating_cost,return_id,return_date,return_reason
O01417,2023-11-16,C0712,P0602,Unknown,Online,1,235.69,0.2,188.55,Allison,Combs,Female,45,2023-08-08,West,765,Brandd Line,Electronics,Brandd,188.78,235.69,19.9,,,,,,,,
O01418,2024-07-22,C0043,P0751,S049,In-Store,1,186.43,0.1,167.79,Kevin,Chavez,Female,63,2023-02-13,East,941,Brandd Receive,Personal Care,Brandd,165.31,186.43,11.33,"Aguirre, Smith and Leonard Store",Mall Kiosk,North,Chicago,14498.37,,,
O01419,2023-04-24,C0404,P0877,S050,In-Store,2,238.06,0.0,476.12,Juan,Sanchez,Other,43,2020-09-26,West,1811,Brandd Both,Apparel,Brandb,179.66,238.06,24.53,"King, Evans and Miller Store",Flagship,South,Houston,43963.6,,,
O01420,2024-02-06,C0098,P0238,S027,In-Store,2,30.72,0.0,61.44,Rachel,King,Male,45,2024-04-08,East,521,Brandd Say,Personal Care,Brandc,27.46,30.72,10.61,King-Williams Store,Mall Kiosk,East,Chicago,45672.59,,,
O01421,2023-09-20,C0197,P0113,S013,In-Store,1,238.0,0.1,214.2,Tara,Byrd,Male,33,2022-08-13,South,1125,Branda Company,Personal Care,Brandc,128.94,238.0,45.82,Ortiz-Smith Store,Mall Kiosk,North,Chicago,37877.11,,,
O01422,2023-10-04,C0622,P0181,S048,In-Store,1,323.27,0.0,323.27,Dylan,Rangel,Male,34,2022-11-21,North,1025,Brandc Card,Electronics,Branda,182.57,323.27,43.52,"Phillips, Chavez and Medina Store",Franchise,South,New York,30518.79,,,
O01423,2023-06-10,C0701,P0933,Unknown,Online,1,25.25,0.05,23.99,Jason,Mcneil,Male,29,2022-05-17,South,1213,Brandd Old,Apparel,Brandd,13.75,25.25,45.54,,,,,,,,
O01424,2025-02-27,C0179,P0447,Unknown,Online,1,173.65,0.1,156.28,Carol,Lara,Female,42,2021-10-03,North,1439,Branda About,Apparel,Brandb,138.64,173.65,20.16,,,,,,R0150,2024-03-28,No Longer Needed
O01425,2024-10-18,C0440,P1042,S027,In-Store,1,190.98,0.0,190.98,Ann,Powers,Female,44,2023-02-04,South,950,Brandd Economic,Apparel,Brandb,137.9,190.98,27.79,King-Williams Store,Mall Kiosk,East,Chicago,45672.59,,,
O01426,2024-02-04,C0496,P0869,S041,In-Store,1,216.72,0.05,205.88,Carrie,Ruiz,Male,35,2024-12-21,North,264,Brandc Onto,Personal Care,Brandb,171.43,216.72,20.9,"Campbell, Brown and Flynn Store",Franchise,West,Phoenix,39178.96,,,
O01427,2023-12-14,C0537,P0540,Unknown,Online,2,216.88,0.0,433.76,Daniel,Garrison,Male,30,2020-07-21,West,1878,Brandb As,Apparel,Branda,112.81,216.88,47.99,,,,,,,,
O01428,2023-06-20,C0311,P1135,Unknown,Online,2,65.37,0.2,104.59,Brenda,Stevenson,Male,29,2020-08-27,North,1841,Brandd Call,Apparel,Unknown,47.87,65.37,26.77,,,,,,,,
O01429,2023-12-15,C0350,P0611,Unknown,Online,2,121.34,0.05,230.55,Peter,Sutton,Other,32,2020-04-24,East,1966,Brandd Step,Electronics,Brandc,90.75,121.34,25.21,,,,,,,,
O01430,2024-09-19,C0217,P0478,S039,In-Store,1,229.76,0.0,229.76,Kim,Vasquez,Female,26,2022-05-31,West,1199,Brandc Window,Home & Kitchen,Brandd,125.39,229.76,45.43,Chan-Buchanan Store,Franchise,West,Chicago,10449.42,,,
O01431,2024-02-15,C0683,P0758,S044,In-Store,1,218.78,0.0,218.78,Katherine,Saunders,Female,46,2022-06-29,North,1170,Brandb Film,Electronics,Brandb,135.84,218.78,37.91,Martin Ltd Store,Franchise,North,Houston,49696.45,,,
O01432,2025-02-14,C0048,P1039,S036,In-Store,1,171.77,0.0,171.77,Gregory,Ward,Other,46,2024-09-06,South,370,Branda Owner,Personal Care,Brandc,101.39,171.77,40.97,Blankenship-Brown Store,Franchise,West,Phoenix,31558.52,,,
O01433,2024-10-11,C0292,P1175,Unknown,Online,2,26.47,0.0,52.94,Sara,Bowman,Female,51,2022-01-15,North,1335,Brandb Him,Personal Care,Brandc,23.03,26.47,13.0,,,,,,,,
O01434,2023-12-15,C0463,P0522,S010,In-Store,3,105.69,0.2,253.66,Alan,Osborn,Other,23,2020-09-15,South,1822,Branda Citizen,Apparel,Brandd,80.25,105.69,24.07,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O01435,2023-12-01,C0723,P1173,S040,In-Store,1,245.1,0.2,196.08,Mark,Franklin,Female,57,2020-10-19,South,1788,Brandb Each,Personal Care,Brandc,139.38,245.1,43.13,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O01436,2024-10-22,C0586,P0769,S042,In-Store,1,264.99,0.1,238.49,Brandon,Macdonald,Other,26,2021-08-30,East,1473,Branda Specific,Electronics,Branda,163.47,264.99,38.31,Miller-Douglas Store,Mall Kiosk,West,Los Angeles,22348.09,,,
O01437,2025-03-01,C0657,P0934,Unknown,Online,2,285.28,0.1,513.5,Richard,Martinez,Female,50,2023-01-24,East,961,Brandb Personal,Home & Kitchen,Brandb,152.76,285.28,46.45,,,,,,,,
O01438,2023-07-10,C0396,P0749,S040,In-Store,3,165.09,0.05,470.51,Laura,Smith,Female,67,2025-03-10,South,185,Branda Commercial,Electronics,Branda,141.67,165.09,14.19,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O01439,2023-09-30,C0578,P0210,Unknown,Online,1,193.02,0.1,173.72,Nathan,Snyder,Male,56,2024-02-18,North,571,Brandd Discuss,Personal Care,Branda,100.6,193.02,47.88,,,,,,,,
O01440,2023-07-02,C0476,P0398,S056,In-Store,1,218.44,0.05,207.52,John,Le,Female,29,2022-11-23,West,1023,Brandd Always,Electronics,Brandb,149.41,218.44,31.6,"Johnson, Sims and Miles Store",Mall Kiosk,East,Los Angeles,75869.37,,,
O01441,2024-12-18,C0799,P0456,Unknown,Online,1,238.72,0.05,226.78,Jeffrey,Myers,Female,44,2024-06-12,North,456,Brandc Leg,Personal Care,Brandc,164.22,238.72,31.21,,,,,,,,
O01442,2024-10-26,C0440,P0827,S017,In-Store,2,92.02,0.0,184.04,Ann,Powers,Female,44,2023-02-04,South,950,Brandb Argue,Home & Kitchen,Brandb,49.7,92.02,45.99,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O01443,2024-03-11,C0716,P0047,S030,In-Store,4,141.0,0.05,535.8,David,Brown,Male,46,2020-07-05,North,1894,Brandb Son,Electronics,Branda,86.75,141.0,38.48,"Armstrong, Anthony and Richmond Store",Mall Kiosk,North,Los Angeles,28293.15,,,
O01444,2023-12-02,C0120,P0936,S057,In-Store,2,168.37,0.0,336.74,David,Chan,Other,55,2021-01-17,North,1698,Brandc Baby,Electronics,Brandc,140.29,168.37,16.68,"Crawford, Spencer and Lopez Store",Franchise,West,Houston,52756.63,,,
O01445,2025-03-06,C0178,P0442,S017,In-Store,1,206.69,0.05,196.36,Adam,Mueller,Other,25,2024-06-08,South,460,Brandb Young,Personal Care,Brandb,149.23,206.69,27.8,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O01446,2023-12-25,C0225,P0667,S038,In-Store,2,226.67,0.1,408.01,Lisa,Gray,Male,38,2023-09-10,West,732,Brandc Actually,Apparel,Branda,165.65,226.67,26.92,"Brown, Wallace and Martin Store",Mall Kiosk,South,Chicago,62411.11,,,
O01447,2023-06-29,C0532,P0283,S035,In-Store,1,303.48,0.0,303.48,Zachary,Bailey,Female,61,2022-06-14,East,1185,Branda Outside,Home & Kitchen,Branda,190.91,303.48,37.09,Whitaker LLC Store,Mall Kiosk,East,Chicago,45045.28,,,
O01448,2025-03-20,C0291,P0006,S026,In-Store,1,233.12,0.0,233.12,Charlotte,May,Other,61,2023-02-25,South,929,Brandc Air,Home & Kitchen,Branda,147.3,233.12,36.81,Atkinson-Salinas Store,Flagship,West,Phoenix,21365.37,,,
O01449,2023-04-23,C0711,P1159,S021,In-Store,2,308.05,0.0,616.1,Alice,Ross,Male,26,2021-09-23,South,1449,Branda Open,Home & Kitchen,Brandd,194.07,308.05,37.0,Wyatt PLC Store,Franchise,West,Los Angeles,20830.71,,,
O01450,2023-11-16,C0396,P0301,S048,In-Store,2,291.59,0.1,524.86,Laura,Smith,Female,67,2025-03-10,South,185,Brandb Those,Electronics,Brandb,170.49,291.59,41.53,"Phillips, Chavez and Medina Store",Franchise,South,New York,30518.79,,,
O01451,2023-11-04,C0150,P0889,S005,In-Store,2,13.19,0.2,21.1,Jeremy,Jones,Female,60,2023-10-20,South,692,Brandc Executive,Personal Care,Brandb,9.16,13.19,30.55,Mayer-Scott Store,Flagship,North,Houston,14898.94,R0002,2025-02-18,Late Delivery
O01452,2024-12-23,C0352,P0833,S059,In-Store,1,213.73,0.05,203.04,Renee,Weaver,Male,36,2023-03-26,West,900,Brandb Guy,Personal Care,Branda,141.16,213.73,33.95,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01453,2023-07-25,C0493,P0872,Unknown,Online,3,72.76,0.05,207.37,Kimberly,Brown,Female,47,2022-08-24,West,1114,Branda Range,Apparel,Branda,60.01,72.76,17.52,,,,,,,,
O01454,2024-06-12,C0541,P0642,S059,In-Store,2,258.83,0.0,517.66,Janice,Butler,Male,55,2022-11-15,South,1031,Brandc Level,Personal Care,Brandd,171.06,258.83,33.91,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01455,2024-07-19,C0196,P0546,S009,In-Store,1,196.72,0.05,186.88,Holly,Martinez,Other,23,2022-04-07,North,1253,Brandb Hospital,Home & Kitchen,Brandc,149.22,196.72,24.15,"Rasmussen, Meyers and Mendoza Store",Franchise,West,Chicago,21491.12,,,
O01456,2024-10-28,C0791,P0636,S017,In-Store,3,168.98,0.0,506.94,Brittany,Murray,Female,33,2023-11-01,West,680,Brandd White,Apparel,Brandd,119.44,168.98,29.32,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O01457,2024-12-28,C0168,P0979,S000,In-Store,1,117.11,0.0,117.11,Gabriel,Jenkins,Other,25,2022-11-19,East,1027,Branda Order,Personal Care,Brandc,65.36,117.11,44.19,Vincent Inc Store,Franchise,West,Chicago,62538.56,,,
O01458,2024-07-23,C0526,P0889,S058,In-Store,1,13.19,0.2,10.55,Michael,Brown,Other,25,2021-08-09,East,1494,Brandc Executive,Personal Care,Brandb,9.16,13.19,30.55,Hubbard-Thomas Store,Mall Kiosk,East,New York,10215.93,,,
O01459,2025-03-13,C0056,P0239,S048,In-Store,1,322.42,0.2,257.94,Dawn,Guzman,Female,62,2022-11-21,North,1025,Brandc Market,Apparel,Brandd,167.25,322.42,48.13,"Phillips, Chavez and Medina Store",Franchise,South,New York,30518.79,,,
O01460,2023-12-31,C0076,P0166,S052,In-Store,1,344.93,0.1,310.44,Craig,Martinez,Other,49,2024-02-06,West,583,Branda Human,Apparel,Brandd,174.83,344.93,49.31,Hill Inc Store,Flagship,North,New York,24774.79,,,
O01461,2024-07-23,C0026,P0098,S024,In-Store,2,120.73,0.0,241.46,Vincent,Henry,Other,40,2024-09-15,North,361,Brandd Officer,Electronics,Brandd,70.55,120.73,41.56,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O01462,2023-06-07,C0285,P0164,Unknown,Online,1,58.32,0.0,58.32,Kayla,Thompson,Female,35,2021-07-10,West,1524,Brandb Whatever,Personal Care,Branda,29.62,58.32,49.21,,,,,,,,
O01463,2024-11-16,C0329,P0111,S049,In-Store,1,184.61,0.05,175.38,Melissa,Robles,Male,48,2023-08-18,West,755,Branda First,Electronics,Brandc,108.89,184.61,41.02,"Aguirre, Smith and Leonard Store",Mall Kiosk,North,Chicago,14498.37,,,
O01464,2023-09-03,C0534,P0401,S017,In-Store,1,93.92,0.2,75.14,Shawn,Welch,Other,32,2024-01-20,South,600,Brandb While,Personal Care,Brandc,58.66,93.92,37.54,Robinson PLC Store,Flagship,East,Phoenix,47603.84,,,
O01465,2024-06-13,C0642,P0294,Unknown,Online,1,139.28,0.1,125.35,Heather,Ballard,Other,66,2023-08-10,East,763,Brandb Whatever,Personal Care,Brandd,76.63,139.28,44.98,,,,,,,,
O01466,2025-02-04,C0286,P0553,Unknown,Online,1,31.56,0.2,25.25,Kara,Stevens,Male,66,2024-06-19,West,449,Branda Shoulder,Apparel,Brandd,19.59,31.56,37.93,,,,,,R0189,2023-07-04,Wrong Item
O01467,2023-06-28,C0613,P0576,S003,In-Store,1,323.53,0.2,258.82,Rachael,Curtis,Female,18,2024-03-13,North,547,Brandc Floor,Apparel,Branda,179.67,323.53,44.47,Santana and Sons Store,Franchise,South,Phoenix,71089.4,,,
O01468,2024-12-22,C0743,P0825,S026,In-Store,1,138.88,0.05,131.94,Andrew,Rivera,Other,65,2022-02-07,West,1312,Brandc Subject,Electronics,Brandb,97.93,138.88,29.49,Atkinson-Salinas Store,Flagship,West,Phoenix,21365.37,,,
O01469,2024-12-31,C0352,P0039,S005,In-Store,1,29.71,0.2,23.77,Renee,Weaver,Male,36,2023-03-26,West,900,Branda Professor,Personal Care,Branda,14.86,29.71,49.98,Mayer-Scott Store,Flagship,North,Houston,14898.94,,,
O01470,2024-02-01,C0485,P0787,S010,In-Store,2,220.2,0.0,440.4,David,Krause,Male,63,2023-07-26,North,778,Brandb Some,Apparel,Branda,178.71,220.2,18.84,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O01471,2025-01-18,C0269,P0046,S033,In-Store,1,53.96,0.1,48.56,Debbie,Nguyen,Female,20,2022-09-19,West,1088,Branda Usually,Apparel,Brandd,28.38,53.96,47.41,Lee-Smith Store,Flagship,West,Houston,59424.88,,,
O01472,2024-05-13,C0199,P0406,Unknown,Online,2,76.46,0.05,145.27,Michele,Ellis,Female,46,2022-07-20,West,1149,Brandb Knowledge,Personal Care,Brandb,54.72,76.46,28.43,,,,,,,,
O01473,2023-11-05,C0135,P0643,S059,In-Store,1,252.43,0.05,239.81,Hector,Clarke,Other,30,2025-04-04,East,160,Brandb Off,Personal Care,Brandc,137.05,252.43,45.71,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01474,2025-01-24,C0410,P0222,S059,In-Store,2,213.61,0.0,427.22,Brandy,Morgan,Other,52,2020-04-11,East,1979,Brandc Business,Electronics,Brandc,116.95,213.61,45.25,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01475,2024-02-13,C0209,P0336,S005,In-Store,30,310.73,0.05,8855.800000000001,Kathy,Winters,Other,34,2021-02-12,South,1672,Branda Feel,Personal Care,Brandb,177.08,310.73,43.01,Mayer-Scott Store,Flagship,North,Houston,14898.94,,,
O01476,2025-04-09,C0115,P0448,S015,In-Store,2,117.04,0.1,210.67,Shelby,Dougherty,Female,58,2020-12-21,North,1725,Brandc Letter,Home & Kitchen,Brandc,101.16,117.04,13.57,"Gibson, Smith and Simpson Store",Franchise,West,Los Angeles,67372.27,,,
O01477,2024-06-22,C0507,P1118,S022,In-Store,1,179.99,0.2,143.99,Kyle,Beck,Other,42,2021-05-31,East,1564,Brandc Total,Personal Care,Brandd,140.01,179.99,22.21,"Smith, Johnson and Le Store",Flagship,North,New York,70315.86,,,
O01478,2023-09-04,C0223,P0916,Unknown,Online,2,117.56,0.1,211.61,Edward,Mueller,Male,41,2021-12-25,West,1356,Brandb Answer,Electronics,Branda,94.77,117.56,19.39,,,,,,,,
O01479,2024-11-07,C0606,P0100,S010,In-Store,1,31.75,0.1,28.57,Paul,Dawson,Female,68,2025-02-28,North,195,Branda Off,Personal Care,Branda,21.37,31.75,32.69,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O01480,2023-05-09,C0405,P0602,S052,In-Store,2,235.69,0.0,471.38,Sarah,Sharp,Other,31,2024-04-07,West,522,Brandd Line,Electronics,Brandd,188.78,235.69,19.9,Hill Inc Store,Flagship,North,New York,24774.79,,,
O01481,2024-01-23,C0291,P0108,Unknown,Online,1,29.29,0.05,27.83,Charlotte,May,Other,61,2023-02-25,South,929,Branda Make,Apparel,Brandc,26.08,29.29,10.96,,,,,,,,
O01482,2025-03-11,C0104,P0815,S006,In-Store,1,186.83,0.05,177.49,Mark,Carter,Male,19,2021-02-12,East,1672,Brandd Trip,Personal Care,Brandb,105.96,186.83,43.29,"Stewart, Lowe and Quinn Store",Flagship,North,Los Angeles,75679.22,,,
O01483,2023-08-18,C0758,P1023,S010,In-Store,2,16.77,0.05,31.86,Barbara,Hernandez,Female,62,2024-09-07,East,369,Brandc Magazine,Home & Kitchen,Brandd,14.89,16.77,11.21,Bennett-Salazar Store,Flagship,South,Houston,22350.49,,,
O01484,2023-08-29,C0165,P0188,S057,In-Store,1,302.59,0.05,287.46,Jerry,Alexander,Female,46,2023-07-16,West,788,Branda Strong,Apparel,Brandb,172.73,302.59,42.92,"Crawford, Spencer and Lopez Store",Franchise,West,Houston,52756.63,,,
O01485,2023-11-09,C0198,P0534,S026,In-Store,1,53.64,0.05,50.96,Kelly,Coleman,Other,61,2020-06-01,West,1928,Brandc Region,Apparel,Brandc,29.75,53.64,44.54,Atkinson-Salinas Store,Flagship,West,Phoenix,21365.37,,,
O01486,2023-05-07,C0348,P1006,S043,In-Store,1,262.46,0.2,209.97,Jason,Higgins,Other,30,2023-04-03,West,892,Brandc Role,Home & Kitchen,Branda,194.07,262.46,26.06,Tyler Group Store,Flagship,South,Los Angeles,44052.99,,,
O01487,2025-03-08,C0436,P0474,S034,In-Store,1,140.16,0.05,133.15,Bradley,Hubbard,Male,27,2024-02-03,South,586,Brandb Condition,Personal Care,Brandd,80.82,140.16,42.34,Smith-Parker Store,Flagship,South,Houston,21607.65,,,
O01488,2023-08-21,C0527,P0362,S020,In-Store,1,149.41,0.2,119.53,Ian,Carter,Female,44,2024-10-05,East,341,Brandb Understand,Electronics,Unknown,85.59,149.41,42.71,"Griffin, Walker and Medina Store",Franchise,West,New York,33326.39,,,
O01489,2023-11-20,C0234,P1172,S047,In-Store,2,354.52,0.0,709.04,Ralph,Reid,Other,29,2021-10-17,East,1425,Brandc Break,Home & Kitchen,Unknown,179.72,354.52,49.31,Hudson Group Store,Mall Kiosk,West,Phoenix,17643.68,,,
O01490,2024-06-20,C0719,P0891,S040,In-Store,1,183.58,0.2,146.86,Michael,Kelly,Female,47,2024-10-15,North,331,Brandc Between,Personal Care,Brandb,115.51,183.58,37.08,Adkins-Escobar Store,Flagship,West,New York,16780.95,,,
O01491,2024-04-28,C0121,P0928,S003,In-Store,2,175.55,0.2,280.88,Kayla,Burke,Other,39,2024-01-02,East,618,Brandb Present,Apparel,Brandd,114.06,175.55,35.03,Santana and Sons Store,Franchise,South,Phoenix,71089.4,R0152,2025-02-18,Wrong Item
O01492,2023-06-15,C0508,P0483,S033,In-Store,2,292.81,0.05,556.34,Joshua,Boyer,Other,31,2025-04-09,East,155,Brandd Buy,Electronics,Brandc,190.61,292.81,34.9,Lee-Smith Store,Flagship,West,Houston,59424.88,,,
O01493,2023-07-02,C0015,P0747,S024,In-Store,1,127.24,0.05,120.88,Anne,Greer,Other,32,2020-09-18,East,1819,Branda Development,Apparel,Brandc,84.49,127.24,33.6,"Brown, Garza and Robinson Store",Mall Kiosk,West,Chicago,36882.62,,,
O01494,2024-08-08,C0175,P0369,Unknown,Online,2,314.41,0.1,565.94,Ryan,Charles,Other,68,2021-04-25,South,1600,Brandc Piece,Home & Kitchen,Brandd,197.87,314.41,37.07,,,,,,,,
O01495,2024-03-27,C0163,P0176,S043,In-Store,2,273.81,0.1,492.86,Shannon,Garner,Female,31,2022-02-04,South,1315,Brandd Offer,Home & Kitchen,Branda,180.29,273.81,34.16,Tyler Group Store,Flagship,South,Los Angeles,44052.99,,,
O01496,2024-08-19,C0343,P1104,S059,In-Store,1,354.64,0.0,354.64,Maria,Berry,Female,59,2021-08-09,West,1494,Branda Reason,Apparel,Brandd,188.32,354.64,46.9,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01497,2023-06-17,C0414,P1166,Unknown,Online,2,50.99,0.0,101.98,Stacy,Anderson,Male,67,2023-04-22,East,873,Brandb Not,Apparel,Brandc,40.54,50.99,20.49,,,,,,,,
O01498,2024-08-03,C0788,P0356,Unknown,Online,1,98.78,0.05,93.84,Timothy,Scott,Female,50,2023-04-12,South,883,Brandd Interest,Home & Kitchen,Brandc,61.12,98.78,38.13,,,,,,,,
O01499,2023-07-10,C0407,P0935,S002,In-Store,2,367.55,0.1,661.59,Megan,Stevens,Male,37,2021-07-02,North,1532,Branda My,Electronics,Brandb,190.04,367.55,48.3,Washington-Trujillo Store,Franchise,North,Los Angeles,66101.63,,,
O01500,2024-01-28,C0638,P1109,Unknown,Online,1,200.18,0.0,200.18,Sean,Sanchez,Male,50,2023-01-19,West,966,Branda Detail,Electronics,Brandd,121.02,200.18,39.54,,,,,,,,
O01501,2023-12-31,C0129,P0077,S051,In-Store,1,194.08,0.0,194.08,James,Rodriguez,Other,66,2021-09-25,South,1447,Brandb Need,Apparel,Brandd,134.66,194.08,30.62,Anderson-Norman Store,Flagship,North,New York,28625.65,,,
O01502,2024-08-04,C0708,P0470,S034,In-Store,1,224.53,0.2,179.62,Juan,Gross,Male,25,2025-03-14,South,181,Branda Site,Electronics,Brandc,131.35,224.53,41.5,Smith-Parker Store,Flagship,South,Houston,21607.65,,,
O01503,2024-10-12,C0612,P0513,S018,In-Store,1,27.18,0.05,25.82,Alexandra,Bennett,Female,29,2024-02-20,North,569,Brandd Yet,Apparel,Brandd,18.81,27.18,30.79,Woods Ltd Store,Franchise,South,Chicago,36631.52,,,
O01504,2024-05-29,C0620,P0691,S039,In-Store,1,258.99,0.0,258.99,Keith,Moore,Female,53,2022-09-14,South,1093,Brandd Others,Apparel,Brandd,156.94,258.99,39.4,Chan-Buchanan Store,Franchise,West,Chicago,10449.42,,,
O01505,2023-04-25,C0290,P0710,S034,In-Store,1,23.5,0.2,18.8,Amy,Lee,Female,61,2023-09-10,South,732,Brandc Next,Electronics,Brandd,14.07,23.5,40.13,Smith-Parker Store,Flagship,South,Houston,21607.65,,,
O01506,2023-05-07,C0769,P0073,S028,In-Store,1,10.3,0.0,10.3,Renee,Tucker,Female,38,2020-11-14,South,1762,Brandc Help,Electronics,Brandd,5.33,10.3,48.25,Keller Ltd Store,Mall Kiosk,East,New York,55563.44,,,
O01507,2023-10-13,C0183,P0481,S025,In-Store,2,134.56,0.2,215.3,Carl,Villanueva,Female,58,2022-07-18,East,1151,Brandd According,Apparel,Brandd,87.49,134.56,34.98,Jackson-Olson Store,Mall Kiosk,North,Houston,71949.97,,,
O01508,2023-12-26,C0200,P1104,S042,In-Store,1,354.64,0.05,336.91,Anthony,Davis,Other,26,2020-09-01,East,1836,Branda Reason,Apparel,Brandd,188.32,354.64,46.9,Miller-Douglas Store,Mall Kiosk,West,Los Angeles,22348.09,,,
O01509,2024-09-06,C0630,P0925,Unknown,Online,2,65.74,0.0,131.48,James,Fischer,Male,26,2022-12-25,South,991,Brandd Couple,Personal Care,Branda,48.31,65.74,26.51,,,,,,,,
O01510,2024-09-14,C0065,P0944,S034,In-Store,1,64.12,0.2,51.3,Jessica,Lopez,Female,50,2024-11-25,East,290,Brandc Development,Personal Care,Branda,41.35,64.12,35.51,Smith-Parker Store,Flagship,South,Houston,21607.65,,,
O01511,2024-12-28,C0153,P1176,S032,In-Store,3,50.72,0.2,121.73,Teresa,Cochran,Female,56,2022-08-30,East,1108,Brandb Young,Apparel,Brandc,43.16,50.72,14.91,Martin-Hernandez Store,Franchise,South,New York,18171.15,,,
O01512,2023-09-22,C0157,P0265,Unknown,In-Store,1,145.45,0.05,138.18,Jeremy,Snyder,Male,25,2024-09-05,North,371,Brandb Line,Personal Care,Branda,85.12,145.45,41.48,,,,,,R0147,2024-04-30,Defective
O01513,2024-10-02,C0767,P0078,S034,In-Store,2,123.08,0.1,221.54,Daniel,Gregory,Other,28,2020-11-21,North,1755,Brandb Oil,Home & Kitchen,Brandd,111.85,123.08,9.12,Smith-Parker Store,Flagship,South,Houston,21607.65,,,
O01514,2023-10-05,C0000,P0816,S043,In-Store,3,235.03,0.05,669.84,Patrick,Morgan,Male,18,2024-07-11,South,427,Branda Want,Electronics,Brandc,146.6,235.03,37.62,Tyler Group Store,Flagship,South,Los Angeles,44052.99,,,
O01515,2023-05-06,C0712,P0551,S042,In-Store,2,170.18,0.1,306.32,Allison,Combs,Female,45,2023-08-08,West,765,Brandd Condition,Electronics,Brandb,143.77,170.18,15.52,Miller-Douglas Store,Mall Kiosk,West,Los Angeles,22348.09,,,
O01516,2023-12-24,C0399,P0780,S021,In-Store,1,253.19,0.2,202.55,Christopher,Kennedy,Other,21,2020-12-06,East,1740,Branda Two,Home & Kitchen,Brandd,194.67,253.19,23.11,Wyatt PLC Store,Franchise,West,Los Angeles,20830.71,,,
O01517,2024-07-18,C0031,P0255,Unknown,Online,1,21.15,0.05,20.09,Melanie,Patterson,Male,70,2023-04-27,North,868,Brandc Exactly,Electronics,Brandc,17.85,21.15,15.6,,,,,,,,
O01518,2023-04-20,C0350,P0767,Unknown,Online,3,316.79,0.05,902.85,Peter,Sutton,Other,32,2020-04-24,East,1966,Branda Market,Apparel,Branda,169.15,316.79,46.61,,,,,,,,
O01519,2023-05-11,C0402,P0943,S012,In-Store,1,181.12,0.05,172.06,Bianca,Hicks,Female,18,2024-10-07,East,339,Brandd Because,Apparel,Brandd,104.17,181.12,42.49,Rodriguez-Taylor Store,Franchise,South,Chicago,70369.79,,,
O01520,2024-09-02,C0626,P0602,Unknown,Online,1,235.69,0.05,223.91,Samuel,Turner,Female,44,2022-11-22,East,1024,Brandd Line,Electronics,Brandd,188.78,235.69,19.9,,,,,,,,
O01521,2025-04-02,C0136,P1090,S054,In-Store,1,32.87,0.1,29.58,Thomas,Simmons,Female,27,2023-03-28,South,898,Branda This,Electronics,Branda,18.73,32.87,43.02,Johnson Inc Store,Mall Kiosk,West,Houston,62983.81,,,
O01522,2024-08-31,C0227,P0398,S057,In-Store,3,218.44,0.0,655.32,Megan,Lopez,Other,45,2022-12-30,East,986,Brandd Always,Electronics,Brandb,149.41,218.44,31.6,"Crawford, Spencer and Lopez Store",Franchise,West,Houston,52756.63,,,
O01523,2024-10-03,C0168,P0533,Unknown,Online,2,299.75,0.1,539.55,Gabriel,Jenkins,Other,25,2022-11-19,East,1027,Branda Become,Apparel,Brandd,190.84,299.75,36.33,,,,,,,,
O01524,2024-07-20,C0779,P0691,S059,In-Store,1,258.99,0.2,207.19,Joshua,Meyer,Male,22,2020-04-16,South,1974,Brandd Others,Apparel,Brandd,156.94,258.99,39.4,"Foster, Gutierrez and Li Store",Franchise,West,Los Angeles,11797.63,,,
O01525,2025-02-10,C0351,P0796,Unknown,Online,1,87.96,0.05,83.56,Ashley,Taylor,Other,63,2020-06-27,West,1902,Branda Impact,Personal Care,Brandd,77.22,87.96,12.21,,,,,,,,
O01526,2023-10-01,C0603,P0453,S014,In-Store,1,104.45,0.1,94.01,Michelle,Simpson,Other,54,2020-08-07,East,1861,Brandc Down,Personal Care,Brandb,63.58,104.45,39.13,Jones-Harris Store,Flagship,West,Houston,39588.81,,,
O01527,2024-06-29,C0179,P0757,Unknown,Online,1,88.95,0.0,88.95,Carol,Lara,Female,42,2021-10-03,North,1439,Brandb Plant,Apparel,Brandb,48.05,88.95,45.98,,,,,,,,
